,pokemon_id,version_group_id,pokemon_move_method_id,level,order,mastery,move_name
84,4,1,4,0,,,Mega-Punch
85,4,1,4,0,,,Swords-Dance
86,4,1,4,0,,,Cut
87,4,1,4,0,,,Mega-Kick
88,4,1,4,0,,,Body-Slam
89,4,1,4,0,,,Take-Down
90,4,1,4,0,,,Double-Edge
91,4,1,4,0,,,Submission
92,4,1,4,0,,,Counter
93,4,1,4,0,,,Seismic-Toss
94,4,1,4,0,,,Strength
95,4,1,4,0,,,Dragon-Rage
96,4,1,4,0,,,Dig
97,4,1,4,0,,,Toxic
98,4,1,4,0,,,Rage
99,4,1,4,0,,,Mimic
100,4,1,4,0,,,Double-Team
101,4,1,4,0,,,Reflect
102,4,1,4,0,,,Bide
103,4,1,4,0,,,Fire-Blast
104,4,1,4,0,,,Swift
105,4,1,4,0,,,Skull-Bash
106,4,1,4,0,,,Rest
107,4,1,4,0,,,Substitute
108,5,1,1,1,1.0,,Scratch
109,5,1,1,1,2.0,,Growl
110,5,1,1,1,3.0,,Ember
111,5,1,1,9,,,Ember
112,5,1,1,15,,,Leer
113,5,1,1,24,,,Rage
114,5,1,1,33,,,Slash
115,5,1,1,42,,,Flamethrower
116,5,1,1,56,,,Fire-Spin
117,5,1,4,0,,,Mega-Punch
118,5,1,4,0,,,Swords-Dance
119,5,1,4,0,,,Cut
120,5,1,4,0,,,Mega-Kick
121,5,1,4,0,,,Body-Slam
122,5,1,4,0,,,Take-Down
123,5,1,4,0,,,Double-Edge
124,5,1,4,0,,,Submission
125,5,1,4,0,,,Counter
126,5,1,4,0,,,Seismic-Toss
127,5,1,4,0,,,Strength
128,5,1,4,0,,,Dragon-Rage
129,5,1,4,0,,,Dig
130,5,1,4,0,,,Toxic
131,5,1,4,0,,,Rage
132,5,1,4,0,,,Mimic
133,5,1,4,0,,,Double-Team
134,5,1,4,0,,,Reflect
135,5,1,4,0,,,Bide
136,5,1,4,0,,,Fire-Blast
137,5,1,4,0,,,Swift
138,5,1,4,0,,,Skull-Bash
139,5,1,4,0,,,Rest
140,5,1,4,0,,,Substitute
141,6,1,1,1,1.0,,Scratch
142,6,1,1,1,4.0,,Leer
143,6,1,1,1,2.0,,Growl
144,6,1,1,1,3.0,,Ember
145,6,1,1,9,,,Ember
146,6,1,1,15,,,Leer
147,6,1,1,24,,,Rage
148,6,1,1,36,,,Slash
149,6,1,1,46,,,Flamethrower
150,6,1,1,55,,,Fire-Spin
151,6,1,4,0,,,Mega-Punch
152,6,1,4,0,,,Swords-Dance
153,6,1,4,0,,,Cut
154,6,1,4,0,,,Mega-Kick
155,6,1,4,0,,,Body-Slam
156,6,1,4,0,,,Take-Down
157,6,1,4,0,,,Double-Edge
158,6,1,4,0,,,Hyper-Beam
159,6,1,4,0,,,Submission
160,6,1,4,0,,,Counter
161,6,1,4,0,,,Seismic-Toss
162,6,1,4,0,,,Strength
163,6,1,4,0,,,Dragon-Rage
164,6,1,4,0,,,Earthquake
165,6,1,4,0,,,Fissure
166,6,1,4,0,,,Dig
167,6,1,4,0,,,Toxic
168,6,1,4,0,,,Rage
169,6,1,4,0,,,Mimic
170,6,1,4,0,,,Double-Team
171,6,1,4,0,,,Reflect
172,6,1,4,0,,,Bide
173,6,1,4,0,,,Fire-Blast
174,6,1,4,0,,,Swift
175,6,1,4,0,,,Skull-Bash
176,6,1,4,0,,,Rest
177,6,1,4,0,,,Substitute
178,7,1,1,1,1.0,,Tackle
179,7,1,1,1,2.0,,Tail-Whip
180,7,1,1,8,,,Bubble
181,7,1,1,15,,,Water-Gun
182,7,1,1,22,,,Bite
183,7,1,1,28,,,Withdraw
184,7,1,1,35,,,Skull-Bash
185,7,1,1,42,,,Hydro-Pump
186,7,1,4,0,,,Mega-Punch
187,7,1,4,0,,,Mega-Kick
188,7,1,4,0,,,Body-Slam
189,7,1,4,0,,,Take-Down
190,7,1,4,0,,,Double-Edge
191,7,1,4,0,,,Water-Gun
192,7,1,4,0,,,Surf
193,7,1,4,0,,,Ice-Beam
194,7,1,4,0,,,Blizzard
195,7,1,4,0,,,Bubble-Beam
196,7,1,4,0,,,Submission
197,7,1,4,0,,,Counter
198,7,1,4,0,,,Seismic-Toss
199,7,1,4,0,,,Strength
200,7,1,4,0,,,Dig
201,7,1,4,0,,,Toxic
202,7,1,4,0,,,Rage
203,7,1,4,0,,,Mimic
204,7,1,4,0,,,Double-Team
205,7,1,4,0,,,Reflect
206,7,1,4,0,,,Bide
207,7,1,4,0,,,Skull-Bash
208,7,1,4,0,,,Rest
209,7,1,4,0,,,Substitute
210,8,1,1,1,1.0,,Tackle
211,8,1,1,1,2.0,,Tail-Whip
212,8,1,1,1,3.0,,Bubble
213,8,1,1,8,,,Bubble
214,8,1,1,15,,,Water-Gun
215,8,1,1,24,,,Bite
216,8,1,1,31,,,Withdraw
217,8,1,1,39,,,Skull-Bash
218,8,1,1,47,,,Hydro-Pump
219,8,1,4,0,,,Mega-Punch
220,8,1,4,0,,,Mega-Kick
221,8,1,4,0,,,Body-Slam
222,8,1,4,0,,,Take-Down
223,8,1,4,0,,,Double-Edge
224,8,1,4,0,,,Water-Gun
225,8,1,4,0,,,Surf
226,8,1,4,0,,,Ice-Beam
227,8,1,4,0,,,Blizzard
228,8,1,4,0,,,Bubble-Beam
229,8,1,4,0,,,Submission
230,8,1,4,0,,,Counter
231,8,1,4,0,,,Seismic-Toss
232,8,1,4,0,,,Strength
233,8,1,4,0,,,Dig
234,8,1,4,0,,,Toxic
235,8,1,4,0,,,Rage
236,8,1,4,0,,,Mimic
237,8,1,4,0,,,Double-Team
238,8,1,4,0,,,Reflect
239,8,1,4,0,,,Bide
240,8,1,4,0,,,Skull-Bash
241,8,1,4,0,,,Rest
242,8,1,4,0,,,Substitute
243,9,1,1,1,1.0,,Tackle
244,9,1,1,1,2.0,,Tail-Whip
245,9,1,1,1,4.0,,Water-Gun
246,9,1,1,1,3.0,,Bubble
247,9,1,1,8,,,Bubble
248,9,1,1,15,,,Water-Gun
249,9,1,1,24,,,Bite
250,9,1,1,31,,,Withdraw
251,9,1,1,42,,,Skull-Bash
252,9,1,1,52,,,Hydro-Pump
253,9,1,4,0,,,Mega-Punch
254,9,1,4,0,,,Mega-Kick
255,9,1,4,0,,,Body-Slam
256,9,1,4,0,,,Take-Down
257,9,1,4,0,,,Double-Edge
258,9,1,4,0,,,Water-Gun
259,9,1,4,0,,,Surf
260,9,1,4,0,,,Ice-Beam
261,9,1,4,0,,,Blizzard
262,9,1,4,0,,,Bubble-Beam
263,9,1,4,0,,,Hyper-Beam
264,9,1,4,0,,,Submission
265,9,1,4,0,,,Counter
266,9,1,4,0,,,Seismic-Toss
267,9,1,4,0,,,Strength
268,9,1,4,0,,,Earthquake
269,9,1,4,0,,,Fissure
270,9,1,4,0,,,Dig
271,9,1,4,0,,,Toxic
272,9,1,4,0,,,Rage
273,9,1,4,0,,,Mimic
274,9,1,4,0,,,Double-Team
275,9,1,4,0,,,Reflect
276,9,1,4,0,,,Bide
277,9,1,4,0,,,Skull-Bash
278,9,1,4,0,,,Rest
279,9,1,4,0,,,Substitute
280,10,1,1,1,1.0,,Tackle
281,10,1,1,1,2.0,,String-Shot
282,11,1,1,1,,,Harden
283,12,1,1,1,,,Confusion
284,12,1,1,12,,,Confusion
285,12,1,1,15,,,Poison-Powder
286,12,1,1,16,,,Stun-Spore
287,12,1,1,17,,,Sleep-Powder
288,12,1,1,21,,,Supersonic
289,12,1,1,26,,,Whirlwind
290,12,1,1,32,,,Psybeam
291,12,1,4,0,,,Razor-Wind
292,12,1,4,0,,,Whirlwind
293,12,1,4,0,,,Take-Down
294,12,1,4,0,,,Double-Edge
295,12,1,4,0,,,Hyper-Beam
296,12,1,4,0,,,Mega-Drain
297,12,1,4,0,,,Solar-Beam
298,12,1,4,0,,,Toxic
299,12,1,4,0,,,Psychic
300,12,1,4,0,,,Rage
301,12,1,4,0,,,Teleport
302,12,1,4,0,,,Mimic
303,12,1,4,0,,,Double-Team
304,12,1,4,0,,,Reflect
305,12,1,4,0,,,Bide
306,12,1,4,0,,,Swift
307,12,1,4,0,,,Psywave
308,12,1,4,0,,,Rest
309,12,1,4,0,,,Substitute
310,13,1,1,1,1.0,,Poison-Sting
311,13,1,1,1,2.0,,String-Shot
312,14,1,1,1,,,Harden
313,15,1,1,1,,,Fury-Attack
314,15,1,1,12,,,Fury-Attack
315,15,1,1,16,,,Focus-Energy
316,15,1,1,20,,,Twineedle
317,15,1,1,25,,,Rage
318,15,1,1,30,,,Pin-Missile
319,15,1,1,35,,,Agility
320,15,1,4,0,,,Swords-Dance
321,15,1,4,0,,,Cut
322,15,1,4,0,,,Take-Down
323,15,1,4,0,,,Double-Edge
324,15,1,4,0,,,Hyper-Beam
325,15,1,4,0,,,Mega-Drain
326,15,1,4,0,,,Toxic
327,15,1,4,0,,,Rage
328,15,1,4,0,,,Mimic
329,15,1,4,0,,,Double-Team
330,15,1,4,0,,,Reflect
331,15,1,4,0,,,Bide
332,15,1,4,0,,,Swift
333,15,1,4,0,,,Skull-Bash
334,15,1,4,0,,,Rest
335,15,1,4,0,,,Substitute
336,16,1,1,1,,,Gust
337,16,1,1,5,,,Sand-Attack
338,16,1,1,12,,,Quick-Attack
339,16,1,1,19,,,Whirlwind
340,16,1,1,28,,,Wing-Attack
341,16,1,1,36,,,Agility
342,16,1,1,44,,,Mirror-Move
343,16,1,4,0,,,Razor-Wind
344,16,1,4,0,,,Whirlwind
345,16,1,4,0,,,Fly
346,16,1,4,0,,,Take-Down
347,16,1,4,0,,,Double-Edge
348,16,1,4,0,,,Toxic
349,16,1,4,0,,,Rage
350,16,1,4,0,,,Mimic
351,16,1,4,0,,,Double-Team
352,16,1,4,0,,,Reflect
353,16,1,4,0,,,Bide
354,16,1,4,0,,,Swift
355,16,1,4,0,,,Sky-Attack
356,16,1,4,0,,,Rest
357,16,1,4,0,,,Substitute
358,17,1,1,1,1.0,,Gust
359,17,1,1,1,2.0,,Sand-Attack
360,17,1,1,5,,,Sand-Attack
361,17,1,1,12,,,Quick-Attack
362,17,1,1,21,,,Whirlwind
363,17,1,1,31,,,Wing-Attack
364,17,1,1,40,,,Agility
365,17,1,1,49,,,Mirror-Move
366,17,1,4,0,,,Razor-Wind
367,17,1,4,0,,,Whirlwind
368,17,1,4,0,,,Fly
369,17,1,4,0,,,Take-Down
370,17,1,4,0,,,Double-Edge
371,17,1,4,0,,,Toxic
372,17,1,4,0,,,Rage
373,17,1,4,0,,,Mimic
374,17,1,4,0,,,Double-Team
375,17,1,4,0,,,Reflect
376,17,1,4,0,,,Bide
377,17,1,4,0,,,Swift
378,17,1,4,0,,,Sky-Attack
379,17,1,4,0,,,Rest
380,17,1,4,0,,,Substitute
381,18,1,1,1,1.0,,Gust
382,18,1,1,1,2.0,,Sand-Attack
383,18,1,1,1,3.0,,Quick-Attack
384,18,1,1,5,,,Sand-Attack
385,18,1,1,12,,,Quick-Attack
386,18,1,1,21,,,Whirlwind
387,18,1,1,31,,,Wing-Attack
388,18,1,1,44,,,Agility
389,18,1,1,54,,,Mirror-Move
390,18,1,4,0,,,Razor-Wind
391,18,1,4,0,,,Whirlwind
392,18,1,4,0,,,Fly
393,18,1,4,0,,,Take-Down
394,18,1,4,0,,,Double-Edge
395,18,1,4,0,,,Hyper-Beam
396,18,1,4,0,,,Toxic
397,18,1,4,0,,,Rage
398,18,1,4,0,,,Mimic
399,18,1,4,0,,,Double-Team
400,18,1,4,0,,,Reflect
401,18,1,4,0,,,Bide
402,18,1,4,0,,,Swift
403,18,1,4,0,,,Sky-Attack
404,18,1,4,0,,,Rest
405,18,1,4,0,,,Substitute
406,19,1,1,1,1.0,,Tackle
407,19,1,1,1,2.0,,Tail-Whip
408,19,1,1,7,,,Quick-Attack
409,19,1,1,14,,,Hyper-Fang
410,19,1,1,23,,,Focus-Energy
411,19,1,1,34,,,Super-Fang
412,19,1,4,0,,,Body-Slam
413,19,1,4,0,,,Take-Down
414,19,1,4,0,,,Double-Edge
415,19,1,4,0,,,Water-Gun
416,19,1,4,0,,,Blizzard
417,19,1,4,0,,,Bubble-Beam
418,19,1,4,0,,,Thunderbolt
419,19,1,4,0,,,Thunder
420,19,1,4,0,,,Dig
421,19,1,4,0,,,Toxic
422,19,1,4,0,,,Rage
423,19,1,4,0,,,Mimic
424,19,1,4,0,,,Double-Team
425,19,1,4,0,,,Bide
426,19,1,4,0,,,Swift
427,19,1,4,0,,,Skull-Bash
428,19,1,4,0,,,Rest
429,19,1,4,0,,,Substitute
430,20,1,1,1,1.0,,Tackle
431,20,1,1,1,2.0,,Tail-Whip
432,20,1,1,1,3.0,,Quick-Attack
433,20,1,1,7,,,Quick-Attack
434,20,1,1,14,,,Hyper-Fang
435,20,1,1,27,,,Focus-Energy
436,20,1,1,41,,,Super-Fang
437,20,1,4,0,,,Body-Slam
438,20,1,4,0,,,Take-Down
439,20,1,4,0,,,Double-Edge
440,20,1,4,0,,,Water-Gun
441,20,1,4,0,,,Ice-Beam
442,20,1,4,0,,,Blizzard
443,20,1,4,0,,,Bubble-Beam
444,20,1,4,0,,,Hyper-Beam
445,20,1,4,0,,,Thunderbolt
446,20,1,4,0,,,Thunder
447,20,1,4,0,,,Dig
448,20,1,4,0,,,Toxic
449,20,1,4,0,,,Rage
450,20,1,4,0,,,Mimic
451,20,1,4,0,,,Double-Team
452,20,1,4,0,,,Bide
453,20,1,4,0,,,Swift
454,20,1,4,0,,,Skull-Bash
455,20,1,4,0,,,Rest
456,20,1,4,0,,,Substitute
457,21,1,1,1,2.0,,Growl
458,21,1,1,1,1.0,,Peck
459,21,1,1,9,,,Leer
460,21,1,1,15,,,Fury-Attack
461,21,1,1,22,,,Mirror-Move
462,21,1,1,29,,,Drill-Peck
463,21,1,1,36,,,Agility
464,21,1,4,0,,,Razor-Wind
465,21,1,4,0,,,Whirlwind
466,21,1,4,0,,,Fly
467,21,1,4,0,,,Take-Down
468,21,1,4,0,,,Double-Edge
469,21,1,4,0,,,Toxic
470,21,1,4,0,,,Rage
471,21,1,4,0,,,Mimic
472,21,1,4,0,,,Double-Team
473,21,1,4,0,,,Bide
474,21,1,4,0,,,Swift
475,21,1,4,0,,,Sky-Attack
476,21,1,4,0,,,Rest
477,21,1,4,0,,,Substitute
478,22,1,1,1,3.0,,Leer
479,22,1,1,1,2.0,,Growl
480,22,1,1,1,1.0,,Peck
481,22,1,1,9,,,Leer
482,22,1,1,15,,,Fury-Attack
483,22,1,1,25,,,Mirror-Move
484,22,1,1,34,,,Drill-Peck
485,22,1,1,43,,,Agility
486,22,1,4,0,,,Razor-Wind
487,22,1,4,0,,,Whirlwind
488,22,1,4,0,,,Fly
489,22,1,4,0,,,Take-Down
490,22,1,4,0,,,Double-Edge
491,22,1,4,0,,,Hyper-Beam
492,22,1,4,0,,,Toxic
493,22,1,4,0,,,Rage
494,22,1,4,0,,,Mimic
495,22,1,4,0,,,Double-Team
496,22,1,4,0,,,Bide
497,22,1,4,0,,,Swift
498,22,1,4,0,,,Sky-Attack
499,22,1,4,0,,,Rest
500,22,1,4,0,,,Substitute
501,23,1,1,1,1.0,,Wrap
502,23,1,1,1,2.0,,Leer
503,23,1,1,10,,,Poison-Sting
504,23,1,1,17,,,Bite
505,23,1,1,24,,,Glare
506,23,1,1,31,,,Screech
507,23,1,1,38,,,Acid
508,23,1,4,0,,,Body-Slam
509,23,1,4,0,,,Take-Down
510,23,1,4,0,,,Double-Edge
511,23,1,4,0,,,Strength
512,23,1,4,0,,,Mega-Drain
513,23,1,4,0,,,Earthquake
514,23,1,4,0,,,Fissure
515,23,1,4,0,,,Dig
516,23,1,4,0,,,Toxic
517,23,1,4,0,,,Rage
518,23,1,4,0,,,Mimic
519,23,1,4,0,,,Double-Team
520,23,1,4,0,,,Bide
521,23,1,4,0,,,Skull-Bash
522,23,1,4,0,,,Rest
523,23,1,4,0,,,Rock-Slide
524,23,1,4,0,,,Substitute
525,24,1,1,1,1.0,,Wrap
526,24,1,1,1,3.0,,Poison-Sting
527,24,1,1,1,2.0,,Leer
528,24,1,1,10,,,Poison-Sting
529,24,1,1,17,,,Bite
530,24,1,1,27,,,Glare
531,24,1,1,36,,,Screech
532,24,1,1,47,,,Acid
533,24,1,4,0,,,Body-Slam
534,24,1,4,0,,,Take-Down
535,24,1,4,0,,,Double-Edge
536,24,1,4,0,,,Hyper-Beam
537,24,1,4,0,,,Strength
538,24,1,4,0,,,Mega-Drain
539,24,1,4,0,,,Earthquake
540,24,1,4,0,,,Fissure
541,24,1,4,0,,,Dig
542,24,1,4,0,,,Toxic
543,24,1,4,0,,,Rage
544,24,1,4,0,,,Mimic
545,24,1,4,0,,,Double-Team
546,24,1,4,0,,,Bide
547,24,1,4,0,,,Skull-Bash
548,24,1,4,0,,,Rest
549,24,1,4,0,,,Rock-Slide
550,24,1,4,0,,,Substitute
551,25,1,1,1,2.0,,Growl
552,25,1,1,1,1.0,,Thunder-Shock
553,25,1,1,9,,,Thunder-Wave
554,25,1,1,16,,,Quick-Attack
555,25,1,1,26,,,Swift
556,25,1,1,33,,,Agility
557,25,1,1,43,,,Thunder
558,25,1,4,0,,,Mega-Punch
559,25,1,4,0,,,Pay-Day
560,25,1,4,0,,,Mega-Kick
561,25,1,4,0,,,Body-Slam
562,25,1,4,0,,,Take-Down
563,25,1,4,0,,,Double-Edge
564,25,1,4,0,,,Submission
565,25,1,4,0,,,Seismic-Toss
566,25,1,4,0,,,Thunderbolt
567,25,1,4,0,,,Thunder-Wave
568,25,1,4,0,,,Thunder
569,25,1,4,0,,,Toxic
570,25,1,4,0,,,Rage
571,25,1,4,0,,,Mimic
572,25,1,4,0,,,Double-Team
573,25,1,4,0,,,Reflect
574,25,1,4,0,,,Bide
575,25,1,4,0,,,Swift
576,25,1,4,0,,,Skull-Bash
577,25,1,4,0,,,Flash
578,25,1,4,0,,,Rest
579,25,1,4,0,,,Substitute
580,25,1,5,0,,,Surf
581,26,1,1,1,2.0,,Growl
582,26,1,1,1,1.0,,Thunder-Shock
583,26,1,1,1,3.0,,Thunder-Wave
584,26,1,4,0,,,Mega-Punch
585,26,1,4,0,,,Pay-Day
586,26,1,4,0,,,Mega-Kick
587,26,1,4,0,,,Body-Slam
588,26,1,4,0,,,Take-Down
589,26,1,4,0,,,Double-Edge
590,26,1,4,0,,,Hyper-Beam
591,26,1,4,0,,,Submission
592,26,1,4,0,,,Seismic-Toss
593,26,1,4,0,,,Thunderbolt
594,26,1,4,0,,,Thunder-Wave
595,26,1,4,0,,,Thunder
596,26,1,4,0,,,Toxic
597,26,1,4,0,,,Rage
598,26,1,4,0,,,Mimic
599,26,1,4,0,,,Double-Team
600,26,1,4,0,,,Reflect
601,26,1,4,0,,,Bide
602,26,1,4,0,,,Swift
603,26,1,4,0,,,Skull-Bash
604,26,1,4,0,,,Flash
605,26,1,4,0,,,Rest
606,26,1,4,0,,,Substitute
607,27,1,1,1,,,Scratch
608,27,1,1,10,,,Sand-Attack
609,27,1,1,17,,,Slash
610,27,1,1,24,,,Poison-Sting
611,27,1,1,31,,,Swift
612,27,1,1,38,,,Fury-Swipes
613,27,1,4,0,,,Swords-Dance
614,27,1,4,0,,,Cut
615,27,1,4,0,,,Body-Slam
616,27,1,4,0,,,Take-Down
617,27,1,4,0,,,Double-Edge
618,27,1,4,0,,,Submission
619,27,1,4,0,,,Seismic-Toss
620,27,1,4,0,,,Strength
621,27,1,4,0,,,Earthquake
622,27,1,4,0,,,Fissure
623,27,1,4,0,,,Dig
624,27,1,4,0,,,Toxic
625,27,1,4,0,,,Rage
626,27,1,4,0,,,Mimic
627,27,1,4,0,,,Double-Team
628,27,1,4,0,,,Bide
629,27,1,4,0,,,Swift
630,27,1,4,0,,,Skull-Bash
631,27,1,4,0,,,Rest
632,27,1,4,0,,,Rock-Slide
633,27,1,4,0,,,Substitute
634,28,1,1,1,1.0,,Scratch
635,28,1,1,1,2.0,,Sand-Attack
636,28,1,1,10,,,Sand-Attack
637,28,1,1,17,,,Slash
638,28,1,1,27,,,Poison-Sting
639,28,1,1,36,,,Swift
640,28,1,1,47,,,Fury-Swipes
641,28,1,4,0,,,Swords-Dance
642,28,1,4,0,,,Cut
643,28,1,4,0,,,Body-Slam
644,28,1,4,0,,,Take-Down
645,28,1,4,0,,,Double-Edge
646,28,1,4,0,,,Hyper-Beam
647,28,1,4,0,,,Submission
648,28,1,4,0,,,Seismic-Toss
649,28,1,4,0,,,Strength
650,28,1,4,0,,,Earthquake
651,28,1,4,0,,,Fissure
652,28,1,4,0,,,Dig
653,28,1,4,0,,,Toxic
654,28,1,4,0,,,Rage
655,28,1,4,0,,,Mimic
656,28,1,4,0,,,Double-Team
657,28,1,4,0,,,Bide
658,28,1,4,0,,,Swift
659,28,1,4,0,,,Skull-Bash
660,28,1,4,0,,,Rest
661,28,1,4,0,,,Rock-Slide
662,28,1,4,0,,,Substitute
663,29,1,1,1,2.0,,Tackle
664,29,1,1,1,1.0,,Growl
665,29,1,1,8,,,Scratch
666,29,1,1,14,,,Poison-Sting
667,29,1,1,21,,,Tail-Whip
668,29,1,1,29,,,Bite
669,29,1,1,36,,,Fury-Swipes
670,29,1,1,43,,,Double-Kick
671,29,1,4,0,,,Body-Slam
672,29,1,4,0,,,Take-Down
673,29,1,4,0,,,Double-Edge
674,29,1,4,0,,,Blizzard
675,29,1,4,0,,,Thunderbolt
676,29,1,4,0,,,Thunder
677,29,1,4,0,,,Toxic
678,29,1,4,0,,,Rage
679,29,1,4,0,,,Mimic
680,29,1,4,0,,,Double-Team
681,29,1,4,0,,,Reflect
682,29,1,4,0,,,Bide
683,29,1,4,0,,,Skull-Bash
684,29,1,4,0,,,Rest
685,29,1,4,0,,,Substitute
686,30,1,1,1,3.0,,Scratch
687,30,1,1,1,2.0,,Tackle
688,30,1,1,1,1.0,,Growl
689,30,1,1,8,,,Scratch
690,30,1,1,14,,,Poison-Sting
691,30,1,1,23,,,Tail-Whip
692,30,1,1,32,,,Bite
693,30,1,1,41,,,Fury-Swipes
694,30,1,1,50,,,Double-Kick
695,30,1,4,0,,,Horn-Drill
696,30,1,4,0,,,Body-Slam
697,30,1,4,0,,,Take-Down
698,30,1,4,0,,,Double-Edge
699,30,1,4,0,,,Water-Gun
700,30,1,4,0,,,Ice-Beam
701,30,1,4,0,,,Blizzard
702,30,1,4,0,,,Bubble-Beam
703,30,1,4,0,,,Thunderbolt
704,30,1,4,0,,,Thunder
705,30,1,4,0,,,Toxic
706,30,1,4,0,,,Rage
707,30,1,4,0,,,Mimic
708,30,1,4,0,,,Double-Team
709,30,1,4,0,,,Reflect
710,30,1,4,0,,,Bide
711,30,1,4,0,,,Skull-Bash
712,30,1,4,0,,,Rest
713,30,1,4,0,,,Substitute
714,31,1,1,1,2.0,,Scratch
715,31,1,1,1,1.0,,Tackle
716,31,1,1,1,4.0,,Body-Slam
717,31,1,1,1,3.0,,Tail-Whip
718,31,1,1,8,,,Scratch
719,31,1,1,14,,,Poison-Sting
720,31,1,1,23,,,Body-Slam
721,31,1,4,0,,,Mega-Punch
722,31,1,4,0,,,Pay-Day
723,31,1,4,0,,,Mega-Kick
724,31,1,4,0,,,Horn-Drill
725,31,1,4,0,,,Body-Slam
726,31,1,4,0,,,Take-Down
727,31,1,4,0,,,Double-Edge
728,31,1,4,0,,,Water-Gun
729,31,1,4,0,,,Surf
730,31,1,4,0,,,Ice-Beam
731,31,1,4,0,,,Blizzard
732,31,1,4,0,,,Bubble-Beam
733,31,1,4,0,,,Hyper-Beam
734,31,1,4,0,,,Submission
735,31,1,4,0,,,Counter
736,31,1,4,0,,,Seismic-Toss
737,31,1,4,0,,,Strength
738,31,1,4,0,,,Thunderbolt
739,31,1,4,0,,,Thunder
740,31,1,4,0,,,Earthquake
741,31,1,4,0,,,Fissure
742,31,1,4,0,,,Toxic
743,31,1,4,0,,,Rage
744,31,1,4,0,,,Mimic
745,31,1,4,0,,,Double-Team
746,31,1,4,0,,,Reflect
747,31,1,4,0,,,Bide
748,31,1,4,0,,,Fire-Blast
749,31,1,4,0,,,Skull-Bash
750,31,1,4,0,,,Rest
751,31,1,4,0,,,Rock-Slide
752,31,1,4,0,,,Substitute
753,32,1,1,1,2.0,,Tackle
754,32,1,1,1,1.0,,Leer
755,32,1,1,8,,,Horn-Attack
756,32,1,1,14,,,Poison-Sting
757,32,1,1,21,,,Focus-Energy
758,32,1,1,29,,,Fury-Attack
759,32,1,1,36,,,Horn-Drill
760,32,1,1,43,,,Double-Kick
761,32,1,4,0,,,Horn-Drill
762,32,1,4,0,,,Body-Slam
